open,['unclose']
mines,"['argosies', 'cornucopias', 'gold mines', 'mother lodes', 'treasure troves', 'wellsprings']"
involves,"['affects', 'concerns', 'touches']"
lengthy,"['elongate', 'extended', 'king-size', 'long']"
procedures,"['courses', 'operations', 'proceedings', 'processes']"
which,"['all over', 'everyplace', 'everywhere', 'far and wide', 'high and low', 'throughout', 'right and left']"
turn,"['pivot', 'revolve', 'roll', 'rotate', 'spin', 'swing', 'swirl', 'swivel', 'twirl', 'twist', 'wheel', 'whirl']"
cause,"['beget', 'breed', 'bring', 'bring about', 'bring on', 'catalyze', 'create', 'do', 'draw on', 'effect', 'effectuate', 'engender', 'generate', 'induce', 'invoke', 'make', 'occasion', 'produce', 'prompt', 'result (in)', 'spawn', 'translate (into)', 'work', 'yield']"
delay,"['detainment', 'detention', 'holdback', 'holding pattern', 'holdup', 'wait']"
Indian,"['hex', 'hoodoo', 'jinx', 'whammy']"
authorities,"['aces', 'adepts', 'artists', 'cognoscenti', 'connoisseurs', 'crackerjacks', 'dab hands', 'dabs', 'experts', 'fiends', 'geeks', 'gurus', 'hands', 'hotshots', 'maestros', 'masters', 'mavens', 'meisters', 'past masters', 'proficients', 'scholars', 'sharks', 'sharps', 'virtuosos', 'whizzes', 'wizards']"
have,"['command', 'enjoy', 'hold', 'own', 'possess', 'retain']"
also,"['alike', 'correspondingly', 'ditto', 'likewise', 'similarly', 'so']"
started,"['bolted', 'jumped', 'startled']"
put,"['depose', 'deposit', 'dispose', 'emplace', 'fix', 'lay', 'place', 'position', 'set', 'set up', 'situate', 'stick']"
stringent,"['brassbound', 'cast-iron', 'exacting', 'hard-line', 'inflexible', 'rigid', 'rigorous', 'strict', 'uncompromising']"
conditions,"['contingencies', 'ifs', 'provisions', 'provisos', 'qualifications', 'reservations', 'stipulations']"
place,"['emplacement', 'locale', 'locality', 'location', 'locus', 'point', 'position', 'site', 'spot', 'venue', 'where']"
regarding,"['alert', 'heedful', 'heeding', 'mindful', 'observant', 'regardful', 'vigilant', 'wary', 'watchful', 'cautious', 'chary', 'circumspect', 'gingerly', 'guarded', 'foresighted', 'forethoughtful', 'provident', 'responsible', 'meticulous', 'painstaking', 'punctilious', 'thinking', 'thoughtful', 'attentive', 'careful', 'conscientious', 'nonnegligent', 'concerned', 'interested']"
Consequently,"['accordingly', 'ergo', 'hence', 'so', 'therefore', 'thereupon', 'thus', 'wherefore']"
ecological,"[' ecologic   ', ' environmental  ', ' green  ', ' bionomic   ', ' bionomical   ', ' eco-friendly  ', ' biological  ', ' environmentally friendly  ', ' organic  ', ' environment-friendly  ']"
problems,"['cases', 'challenges', 'knots', 'matters', 'nuts', 'troubles']"
can,"['break', 'break off', 'break up', 'cease', 'cut off', 'cut out', 'desist (from)', 'discontinue', 'drop', 'end', 'give over', 'halt', 'knock off', 'lay off', 'leave off', 'pack (up or in)', 'quit', 'shut off', 'stop']"
be,"['breathe', 'exist', 'live', 'subsist']"
totally,"['all', 'all of', 'all over', 'altogether', 'clean', 'completely', 'dead', 'enough', 'entire', 'entirely', 'even', 'exactly', 'fast', 'flat', 'full', 'fully', 'heartily', 'out', 'perfectly', 'plumb', 'quite', 'soundly', 'thoroughly', 'through and through', 'utterly', 'well', 'wholly', 'wide']"
prevented,"['precluded', 'stopped', 'repressed', 'suppressed', 'excluded', 'ruled out', 'shut out', 'refused', 'rejected', 'revoked', 'unsanctioned', 'vetoed', 'blocked', 'hindered', 'impeded', 'obstructed', 'disallowed', 'disapproved', 'discouraged', 'objectionable', 'unseemly', 'unsuitable', 'ineffable', 'unmentionable', 'illegal', 'illegitimate', 'illicit', 'improper', 'inappropriate', 'unauthorized', 'unlawful', 'unlicensed']"
such,"['akin', 'alike', 'analogous', 'cognate', 'comparable', 'connate', 'correspondent', 'corresponding', 'ditto', 'like', 'matching', 'parallel', 'resemblant', 'resembling', 'similar', 'suchlike']"
measures,"['expedients', 'means', 'moves', 'shifts', 'steps']"
costly,"['big-ticket', 'dear', 'expensive', 'extravagant', 'high', 'high-end', 'high-ticket', 'precious', 'premium', 'priceless', 'pricey', 'spendy', 'ultraexpensive', 'valuable']"
consequences,"['aftereffects', 'aftermaths', 'backwashes', 'children', 'conclusions', 'corollaries', 'developments', 'effects', 'fates', 'fruits', 'issues', 'outcomes', 'outgrowths', 'precipitates', 'products', 'resultants', 'results', 'sequels', 'sequences', 'upshots']"
mining,['booby-trapping']
processing,"['rectifying', 'refining', 'clarifying', 'clearing', 'distilling', 'filtering', 'fining', 'garbling', 'purifying', 'cleaning', 'cleansing', 'decontaminating', 'elutriating', 'purging', 'washing', 'extracting', 'leaching', 'bolting', 'screening', 'sieving', 'sifting', 'disinfecting', 'sanitizing']"
deforestation,"[' disforestation   ', ' logging  ', ' desertification  ', ' erosion  ', ' denuding  ', ' baring  ', ' environmental condition  ', ' clear-cutting  ', ' disboscation  ', ' uncovering  ']"
land,"['commonwealth', 'country', 'nation', 'sovereignty', 'state']"
damage,"['affliction', 'detriment', 'harm', 'hurt', 'injury']"
hydrological,"[' hydrologic  ', ' hydrometrical  ', ' hydromechanical  ', ' hydrostatic  ', ' hydromechanic  ', ' hydrodynamic  ', ' hydrometric  ']"
air,"['lay', 'melody', 'song', 'strain', 'tune', 'warble']"
noise,"['babel', 'blare', 'bluster', 'bowwow', 'brawl', 'bruit', 'cacophony', 'chatter', 'clamor', 'clangor', 'decibel(s)', 'din', 'discordance', 'katzenjammer', 'racket', 'rattle', 'roar']"
ground,"['demesne', 'park', 'premises', 'yard']"
vibration,"['jiggling', 'oscillation', 'quivering', 'shaking', 'shivering', 'shuddering', 'trembling', 'twitching']"
rock,"['brilliant', 'gem', 'gemstone', 'jewel']"
dispersal,"['disbandment', 'dispersion', 'dissipation', 'scattering']"
visual,"['ocular', 'optic', 'optical']"
impact,"['bump', 'collision', 'concussion', 'crash', 'impingement', 'jar', 'jolt', 'jounce', 'kick', 'shock', 'slam', 'smash', 'strike', 'wallop']"
impacts,"['bumps', 'collisions', 'concussions', 'crashes', 'impingements', 'jars', 'jolts', 'jounces', 'kicks', 'shocks', 'slams', 'smashes', 'strikes', 'wallops']"
increasing,"['accelerating', 'adding (to)', 'aggrandizing', 'amplifying', 'augmenting', 'boosting', 'building up', 'compounding', 'enlarging', 'escalating', 'expanding', 'extending', 'hyping', 'multiplying', 'pumping up', 'raising', 'stoking', 'supersizing', 'swelling', 'upping']"
day,"['daylight', 'daytime']"
scale,['balance']
individual,"['baby', 'being', 'bird', 'bod', 'body', 'character', 'cookie', 'creature', 'customer', 'devil', 'duck', 'egg', 'face', 'fish', 'guy', 'head', 'human', 'human being', 'life', 'man', 'mortal', 'party', 'person', 'personage', 'scout', 'slob', 'sort', 'soul', 'specimen', 'stiff', 'thing', 'wight']"
operations,"['assignments', 'briefs', 'businesses', 'charges', 'details', 'jobs', 'missions', 'posts']"
is,"['breathes', 'exists', 'lives', 'subsists']"
lower,"['inferior', 'junior', 'less', 'lesser', 'minor', 'smaller', 'subordinate']"
grade,"['chapter', 'cut', 'degree', 'inch', 'notch', 'peg', 'phase', 'place', 'point', 'stage', 'step']"
increases,"['accelerates', 'adds (to)', 'aggrandizes', 'amplifies', 'augments', 'boosts', 'builds up', 'compounds', 'enlarges', 'escalates', 'expands', 'extends', 'hypes', 'multiplies', 'pumps up', 'raises', 'stokes', 'supersizes', 'swells', 'ups']"
current,"['conventional', 'customary', 'going', 'popular', 'prevailing', 'prevalent', 'standard', 'stock', 'usual']"
trend,"['current', 'direction', 'drift', 'leaning', 'run', 'tendency', 'tide', 'wind']"
surface,"['exterior', 'face', 'outside', 'shell', 'skin', 'veneer']"
mine,"['argosy', 'cornucopia', 'gold mine', 'mother lode', 'treasure trove', 'wellspring']"
mechanization,"['automation', 'robotization']"
aggravating,"['abrasive', 'annoying', 'bothersome', 'carking', 'chafing', 'disturbing', 'exasperating', 'frustrating', 'galling', 'irksome', 'irritating', 'maddening', 'nettlesome', 'nettling', 'peeving', 'pesky', 'pestiferous', 'pestilent', 'pestilential', 'pesty', 'plaguey', 'rankling', 'rebarbative', 'riling', 'vexatious', 'vexing']"
use,"['apply', 'employ', 'exercise', 'exploit', 'harness', 'operate', 'utilize']"
standards,"['ethics', 'ethos', 'morality', 'morals', 'norms', 'principles']"
criteria,"['barometers', 'bars', 'benchmarks', 'gold standards', 'grades', 'marks', 'measures', 'metrics', 'pars', 'standards', 'touchstones', 'yardsticks']"
decision,"['award', 'call', 'conclusion', 'deliverance', 'determination', 'diagnosis', 'judgment', 'opinion', 'resolution', 'verdict']"
making,"['material', 'raw material', 'stuff', 'substance', 'timber']"
India,"[' Bharat  ', ' Republic of India  ', ' Bombay  ', ' Madras  ', ' Delhi  ', ' Bangalore  ', ' Kanpur  ', ' Calcutta  ', ' Ahmedabad  ', ' Hyderabad  ']"
has,"['commands', 'enjoys', 'holds', 'owns', 'possesses', 'retains']"
properly,"['appositely', 'appropriately', 'congruously', 'correctly', 'duly', 'fittingly', 'happily', 'meetly', 'right', 'rightly', 'suitably']"
assessed,"['charged', 'exacted', 'fined', 'imposed', 'laid', 'levied', 'put']"
norms,"['ethics', 'ethos', 'morality', 'morals', 'principles', 'standards']"
developed,"['advanced', 'evolved', 'forward', 'high', 'higher', 'improved', 'late', 'progressive', 'refined']"
applied,"['actionable', 'applicable', 'applicative', 'functional', 'practicable', 'practical', 'serviceable', 'ultrapractical', 'usable', 'useful', 'workable', 'working']"
costs,"['charges', 'disbursements', 'expenditures', 'expenses', 'outgoes', 'outlays']"
will,"['bequeath', 'leave']"
very,"['achingly', 'almighty', 'archly', 'awful', 'awfully', 'badly', 'beastly', 'blisteringly', 'bone', 'colossally', 'corking', 'cracking', 'damn', 'damned', 'dang', 'deadly', 'desperately', 'eminently', 'enormously', 'especially', 'ever', 'exceedingly', 'extra', 'extremely', 'fabulously', 'fantastically', 'far', 'fiercely', 'filthy', 'frightfully', 'full', 'greatly', 'heavily', 'highly', 'hugely', 'immensely', 'incredibly', 'intensely', 'jolly', 'majorly', 'mightily', 'mighty', 'monstrous', 'mortally', 'most', 'much', 'particularly', 'passing', 'rattling', 'real', 'really', 'right', 'roaring', 'roaringly', 'seriously', 'severely', 'so', 'sore', 'sorely', 'spanking', 'specially', 'stinking', 'such', 'super', 'supremely', 'surpassingly', 'terribly', 'that', 'thumping', 'too', 'unco', 'uncommonly', 'vastly', 'vitally', 'way', 'whacking', 'wicked', 'wildly']"
high,"['altitudinous', 'lofty', 'tall', 'towering']"
selected,"['cherry-picked', 'choice', 'chosen', 'elect', 'favored', 'favorite', 'first-line', 'handpicked', 'picked', 'preferred', 'select']"
should,"['have (to)', 'must', 'need', 'ought (to)', 'shall']"
compatible,"['agreeable', 'amicable', 'congenial', 'frictionless', 'harmonious', 'kindred', 'unanimous', 'united']"
s,"['equine', 'nag', 'steed']"
economic,"['fat', 'gainful', 'juicy', 'lucrative', 'money-spinning', 'moneymaking', 'paying', 'profitable', 'remunerative']"
situation,"['ball game', 'deal', 'footing', 'picture', 'posture', 'scene', 'status', 'story']"
easy,"['cheap', 'downhill', 'effortless', 'facile', 'fluent', 'fluid', 'hands-down', 'light', 'painless', 'ready', 'royal', 'simple', 'smooth', 'snap', 'soft']"
learning,"['education', 'erudition', 'knowledge', 'learnedness', 'literacy', 'scholarship']"
training,"['drill', 'exercise', 'practice', 'routine', 'workout']"
session,"['assembly', 'congress', 'convention', 'convocation', 'council', 'gathering', 'get-together', 'huddle', 'meeting', 'audience', 'interview', 'clinic', 'workshop', 'cabinet', 'caucus', 'conclave', 'synod', 'demonstration', 'rally', 'confab', 'conversation', 'dialogue', 'discourse', 'discussion', 'palaver', 'talk', 'negotiation', 'parley', 'summit', 'conference', 'forum', 'round-robin', 'roundtable', 'seminar', 'symposium']"
scheduled,"['anticipated', 'awaited', 'due', 'expected', 'slated']"
next,"['coming', 'ensuing', 'following', 'succeeding']"
possibly,"['conceivably', 'maybe', 'mayhap', 'perchance', 'perhaps']"
July,[' Gregorian calendar month  ']
There,"['ah', 'aha', 'come on', 'fie', 'indeed', 'my word', 'no', 'pshaw', 'well', 'what', 'why', 'gee', 'gee whiz', 'ha', 'hello', 'hey', 'lo', 'oh', '(the) deuce', 'egad', 'gad', 'gadzooks', 'the devil', 'the dickens', 'zounds', 'oops', 'ugh', 'fiddlesticks', 'phooey', 'pooh']"
chance,"['accident', 'casualty', 'circumstance', 'hap', 'hazard', 'luck']"
win,"['conquer', 'prevail', 'triumph']"
game,"['bout', 'competition', 'contest', 'event', 'match', 'matchup', 'meet', 'sweepstakes', 'tournament', 'tourney']"
Why,"['ah', 'aha', 'come on', 'fie', 'indeed', 'my word', 'no', 'pshaw', 'well', 'what']"
something,"['being', 'commodity', 'entity', 'existent', 'individual', 'individuality', 'integer', 'object', 'reality', 'substance', 'thing']"
worse,"['inferior', 'lesser', 'worst', 'common', 'commonplace', 'everyday', 'familiar', 'frequent', 'garden', 'household', 'normal', 'ordinary', 'routine', 'ubiquitous', 'usual', 'bad', 'bastard', 'bush', 'bush-league', 'deficient', 'depressed', 'dissatisfactory', 'ill', 'inferior', 'lame', 'lousy', 'low', 'lower', 'off', 'paltry', 'poor', 'punk', 'substandard', 'unacceptable', 'unsatisfactory', 'wanting', 'low-grade', 'substandard', 'mediocre', 'second-class', 'second-rate', 'atrocious', 'awful', 'execrable', 'pathetic', 'rotten', 'terrible', 'vile', 'wretched']"
less,"['inferior', 'junior', 'lesser', 'lower', 'minor', 'smaller', 'subordinate']"
intent,"['aim', 'ambition', 'aspiration', 'bourne', 'design', 'dream', 'end', 'goal', 'idea', 'ideal', 'intention', 'mark', 'meaning', 'object', 'objective', 'plan', 'point', 'pretension', 'purpose', 'target', 'thing']"
attention,"['absorption', 'concentration', 'engrossment', 'enthrallment', 'immersion']"
enjoyment,"['control', 'hands', 'keeping', 'possession']"
resulting,"['consequent', 'resultant', 'associated', 'collateral', 'connected', 'linked', 'related', 'ensuing', 'following', 'subsequent', 'contemporaneous', 'contemporary', 'simultaneous', 'synchronous', 'accidental', 'casual', 'chance', 'fluky', 'fortuitous', 'freak', 'incident', 'incidental', 'accompanying', 'attendant', 'attending', 'coexistent', 'coexisting', 'coincident', 'coincidental', 'concomitant', 'concurrent']"
improvement,"['advance', 'advancement', 'breakthrough', 'enhancement', 'refinement']"
Just,"['exactly', 'precisely']"
brains,"['brainpower', 'gray matter', 'headpiece', 'intellect', 'intellectuality', 'intelligence', 'mentality', 'reason', 'sense', 'smarts']"
always,"['aye', 'consistently', 'constantly', 'continually', 'ever', 'forever', 'incessantly', 'invariably', 'night and day', 'perpetually', 'unfailingly']"
seek,"['cast about (for)', 'cast around (for)', 'chase (down)', 'forage (for)', 'hunt', 'look up', 'pursue', 'quest', 'search (for or out)', 'shop (for)']"
reduce,"['break', 'bust', 'degrade', 'demote', 'disrate', 'downgrade']"
energy,"['aura', 'chi', 'ki', 'vibe(s)', 'vibration(s)']"
consume,"['devour', 'eat (up)']"
built-in,"['constitutional', 'constitutive', 'essential', 'hardwired', 'immanent', 'inborn', 'inbred', 'indigenous', 'ingrain', 'ingrained', 'inherent', 'innate', 'integral', 'intrinsic', 'native', 'natural']"
care,"['carefulness', 'closeness', 'conscientiousness', 'heed', 'heedfulness', 'meticulosity', 'meticulousness', 'pains', 'scrupulousness']"
survival,"['survivance', 'survivorship', 'existence', 'viability', 'enduringness', 'permanence', 'abidance', 'ceaselessness', 'continuance', 'continuation', 'continuity', 'continuousness', 'durability', 'duration', 'endurance', 'persistence', 'subsistence']"
mountain,"['alp', 'hump', 'mount', 'peak']"
unfavorable,"['adverse', 'counter', 'disadvantageous', 'hostile', 'inimical', 'negative', 'prejudicial', 'unfriendly', 'unsympathetic', 'untoward']"
alteration,"['change', 'difference', 'modification', 'redoing', 'refashioning', 'remaking', 'remodeling', 'revamping', 'review', 'revise', 'revision', 'reworking', 'variation']"
surroundings,"['ambient', 'atmosphere', 'climate', 'clime', 'context', 'contexture', 'environment', 'environs', 'medium', 'milieu', 'mise-en-sc�ne', 'setting', 'surround', 'terrain']"
wholly,"['all', 'all of', 'all over', 'altogether', 'clean', 'completely', 'dead', 'enough', 'entire', 'entirely', 'even', 'exactly', 'fast', 'flat', 'full', 'fully', 'heartily', 'out', 'perfectly', 'plumb', 'quite', 'soundly', 'thoroughly', 'through and through', 'totally', 'utterly', 'well', 'wide']"
or,"['common', 'commonplace', 'everyday', 'familiar', 'frequent', 'garden-variety', 'household', 'ordinary', 'quotidian', 'routine', 'ubiquitous', 'usual']"
largely,"['altogether', 'basically', 'by and large', 'chiefly', 'generally', 'mainly', 'mostly', 'overall', 'predominantly', 'primarily', 'principally', 'substantially']"
byproduct,"['derivate', 'derivation', 'derivative', 'offshoot', 'outgrowth', 'spin-off']"
actions,"['address', 'bearing', 'behavior', 'comportment', 'conduct', 'demeanor', 'deportment', 'geste']"
direct,"['canalize', 'channel', 'channelize', 'conduct', 'funnel', 'pipe', 'siphon']"
indirect,"['circuitous', 'circular', 'roundabout']"
effects,"['belongings', 'chattels', 'duds', 'gear', 'goods', 'holdings', 'movables', 'paraphernalia', 'personal effects', 'personal property', 'personalty', 'plunder', 'possession', 'stuff', 'things']"
changes,"['alterations', 'differences', 'modifications', 'reviews', 'revises', 'revisions', 'variations']"
pattern,"['design', 'figure', 'motif', 'motive']"
radiation,"[' radioactivity   ', ' emission  ', ' emanation  ', ' irradiation   ', ' radiotherapy   ', ' radiance  ', ' ray  ', ' radiation sickness   ', ' radiation therapy   ', ' diffusion  ']"
levels,"['degrees', 'echelons', 'footings', 'places', 'positions', 'rankings', 'ranks', 'reaches', 'rungs', 'situations', 'standings', 'stations', 'statuses', 'strata']"
chemical,"[' chemic   ', ' chemical substance   ', ' synthetic  ', ' biological  ', ' compound  ', ' synthesized  ', ' alchemical  ', ' actinic  ', ' acid  ', ' basic  ']"
physical,"['animal', 'bodily', 'carnal', 'corporal', 'corporeal', 'fleshly', 'material', 'somatic']"
constitution,"['character', 'clay', 'colors', 'complexion', 'genius', 'nature', 'personality', 'self', 'tone']"
abundance,"['barrel', 'basketful', 'boatload', 'bucket', 'bunch', 'bundle', 'bushel', 'carload', 'chunk', 'deal', 'dozen', 'fistful', 'gobs', 'good deal', 'heap', 'hundred', 'lashings', 'loads', 'lot', 'mass', 'mess', 'mountain', 'much', 'multiplicity', 'myriad', 'oodles', 'pack', 'passel', 'peck', 'pile', 'plateful', 'plenitude', 'plentitude', 'plenty', 'pot', 'potful', 'profusion', 'quantity', 'raft', 'reams', 'scads', 'sheaf', 'shipload', 'sight', 'slew', 'spate', 'stack', 'store', 'ton', 'truckload', 'volume', 'wad', 'wealth', 'yard']"
organisms,"[' bacteria  ', ' beasts  ', ' creatures  ', ' bodies  ', ' creature  ', ' animal  ', ' structure  ', ' pathogen  ', ' bacilli  ', ' pathogens  ']"
global,"['across-the-board', 'blanket', 'broad-brush', 'common', 'general', 'generic', 'overall', 'universal']"
problem,"['case', 'challenge', 'knot', 'matter', 'nut', 'trouble']"
common,"['common or garden', 'commonplace', 'everyday', 'familiar', 'frequent', 'garden-variety', 'household', 'ordinary', 'quotidian', 'routine', 'ubiquitous', 'usual']"
as,"['so long as', 'when', 'while', 'whilst']"
well,"['acceptably', 'adequately', 'all right', 'alright', 'creditably', 'decently', 'fine', 'good', 'middlingly', 'nicely', 'OK', 'passably', 'respectably', 'satisfactorily', 'serviceably', 'so-so', 'sufficiently', 'tolerably']"
